time,command,error,output,setpoint
4.470000e-1,9.999999e-1,2.980232e-7,9.999997e-1,1.000000e0
4.480000e-1,9.999999e-1,2.980232e-7,9.999997e-1,1.000000e0
4.490000e-1,9.999999e-1,2.980232e-7,9.999997e-1,1.000000e0
4.500000e-1,9.999999e-1,2.980232e-7,9.999997e-1,1.000000e0
4.510000e-1,9.999999e-1,2.980232e-7,9.999997e-1,1.000000e0
4.520000e-1,9.999999e-1,2.980232e-7,9.999997e-1,1.000000e0
4.530000e-1,9.999999e-1,2.980232e-7,9.999997e-1,1.000000e0
4.540000e-1,9.999999e-1,2.980232e-7,9.999997e-1,1.000000e0
4.550000e-1,9.999999e-1,2.980232e-7,9.999997e-1,1.000000e0
4.560000e-1,9.999999e-1,2.980232e-7,9.999997e-1,1.000000e0
4.570000e-1,9.999999e-1,2.980232e-7,9.999997e-1,1.000000e0
4.580000e-1,9.999999e-1,2.980232e-7,9.999997e-1,1.000000e0
4.590000e-1,9.999999e-1,2.980232e-7,9.999997e-1,1.000000e0
4.600000e-1,9.999999e-1,2.980232e-7,9.999997e-1,1.000000e0
4.610000e-1,9.999999e-1,2.980232e-7,9.999997e-1,1.000000e0
4.620000e-1,9.999999e-1,2.980232e-7,9.999997e-1,1.000000e0
4.630000e-1,9.999999e-1,2.980232e-7,9.999997e-1,1.000000e0
4.640000e-1,9.999999e-1,2.980232e-7,9.999997e-1,1.000000e0
4.650000e-1,9.999999e-1,2.980232e-7,9.999997e-1,1.000000e0
4.660000e-1,9.999999e-1,2.980232e-7,9.999997e-1,1.000000e0
4.670000e-1,9.999999e-1,2.980232e-7,9.999997e-1,1.000000e0
4.680000e-1,9.999999e-1,2.980232e-7,9.999997e-1,1.000000e0
4.690000e-1,9.999999e-1,2.980232e-7,9.999997e-1,1.000000e0
4.700000e-1,9.999999e-1,2.980232e-7,9.999997e-1,1.000000e0
4.710000e-1,9.999999e-1,2.980232e-7,9.999997e-1,1.000000e0
4.720000e-1,9.999999e-1,2.980232e-7,9.999997e-1,1.000000e0
4.730000e-1,9.999999e-1,2.980232e-7,9.999997e-1,1.000000e0
4.740000e-1,9.999999e-1,2.980232e-7,9.999997e-1,1.000000e0
4.750000e-1,9.999999e-1,2.980232e-7,9.999997e-1,1.000000e0
4.760000e-1,9.999999e-1,2.980232e-7,9.999997e-1,1.000000e0
4.770000e-1,9.999999e-1,2.980232e-7,9.999997e-1,1.000000e0
4.780000e-1,9.999999e-1,2.980232e-7,9.999997e-1,1.000000e0
4.790000e-1,9.999999e-1,2.980232e-7,9.999997e-1,1.000000e0
4.800000e-1,9.999999e-1,2.980232e-7,9.999997e-1,1.000000e0
4.810000e-1,9.999999e-1,2.980232e-7,9.999997e-1,1.000000e0
4.820000e-1,9.999999e-1,2.980232e-7,9.999997e-1,1.000000e0
4.830000e-1,9.999999e-1,2.980232e-7,9.999997e-1,1.000000e0
4.840000e-1,9.999999e-1,2.980232e-7,9.999997e-1,1.000000e0
4.850000e-1,9.999999e-1,2.980232e-7,9.999997e-1,1.000000e0
4.860000e-1,9.999999e-1,2.980232e-7,9.999997e-1,1.000000e0
4.870000e-1,9.999999e-1,2.980232e-7,9.999997e-1,1.000000e0
4.880000e-1,9.999999e-1,2.980232e-7,9.999997e-1,1.000000e0
4.890000e-1,9.999999e-1,2.980232e-7,9.999997e-1,1.000000e0
4.900000e-1,9.999999e-1,2.980232e-7,9.999997e-1,1.000000e0
4.910000e-1,9.999999e-1,2.980232e-7,9.999997e-1,1.000000e0
4.920000e-1,9.999999e-1,2.980232e-7,9.999997e-1,1.000000e0
4.930000e-1,9.999999e-1,2.980232e-7,9.999997e-1,1.000000e0
4.940000e-1,9.999999e-1,2.980232e-7,9.999997e-1,1.000000e0
4.950000e-1,9.999999e-1,2.980232e-7,9.999997e-1,1.000000e0
4.960000e-1,9.999999e-1,2.980232e-7,9.999997e-1,1.000000e0
4.970000e-1,9.999999e-1,2.980232e-7,9.999997e-1,1.000000e0
4.980000e-1,9.999999e-1,2.980232e-7,9.999997e-1,1.000000e0
4.990000e-1,9.999999e-1,2.980232e-7,9.999997e-1,1.000000e0
